id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class;realm;biome;ecoregion;country;region;continent;annualp;pseason;mairtemp;gslength;npp;nit_gkg;soc_gkg;ph;bd_gcm3;biome2
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p173_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p173_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p173;NA;p173;51.058132;3.426415;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;21;NA;NA;989.347844561;10;0.02439024390243902;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;842.5;13.3;10.550000000000011;365;1250.4;2.2;20.5;5.9;13.1;temperate
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p174_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p174_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p174;NA;p174;51.05727;3.425505;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;13;NA;NA;648.614827561;6;0.02439024390243902;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;842.5;13.3;10.550000000000011;365;1250.4;3.27;43;5.6;12.7;temperate
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p176_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p176_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p176;NA;p176;51.056683;3.425188;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;21;NA;NA;965.182269561;10;0.02439024390243902;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;842.5;13.3;10.550000000000011;365;1250.4;3.27;43;5.6;12.7;temperate
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p18_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p18_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p18;NA;p18;51.096031;3.265456;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;16;NA;NA;821.810213;8;0.02439024390243902;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;837.9000000000001;13.7;10.550000000000011;365;1245.2;NA;NA;NA;NA;temperate
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p19_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p19_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p19;NA;p19;51.095595;3.266009;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;13;NA;NA;736.169261;7;0.02439024390243902;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;837.9000000000001;13.7;10.550000000000011;365;1245.2;NA;NA;NA;NA;temperate
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p2_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p2_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p2;NA;p2;51.057784;3.505489;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;20;NA;NA;1067.905499561;9;0.02439024390243902;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;845.4000000000001;13.4;10.550000000000011;365;1253.6;3.24;37.7;5.6;12.6;temperate
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p20_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p20_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p20;NA;p20;51.094745;3.267356;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;14;NA;NA;584.44712;6;0.02439024390243902;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;836.9000000000001;13.6;10.550000000000011;365;1244.1;NA;NA;NA;NA;temperate
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p240_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p240_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p240;NA;p240;51.134272;3.248122;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;16;NA;NA;881.6803885610001;8;0.02439024390243902;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;833.4000000000001;14.2;10.550000000000011;365;1240.1;NA;NA;NA;NA;temperate
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p244_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p244_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p244;NA;p244;51.158546;3.246454;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;9;NA;NA;649.3388705610001;5;0.02439024390243902;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;830.2;14.6;10.650000000000034;365;1236.5;NA;NA;NA;NA;temperate
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p246_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p246_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p246;NA;p246;51.148317;3.258977;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;19;NA;NA;730.784615561;7;0.02439024390243902;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;830.3000000000001;14.3;10.650000000000034;365;1236.6;2.69;34;6;13;temperate
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p247_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p247_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p247;NA;p247;51.148008;3.25957;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;10;NA;NA;488.45435256100006;4;0.02439024390243902;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;830.3000000000001;14.3;10.650000000000034;365;1236.6;2.69;34;6;13;temperate
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p249_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p249_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p249;NA;p249;50.974951;3.803124;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;23;NA;NA;1475.157338561;14;0.02439024390243902;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;836.1;13.5;10.550000000000011;365;1243.2;NA;NA;NA;NA;temperate
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p25_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p25_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p25;NA;p25;51.069672;3.369281;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;28;NA;NA;1312.864678;14;0.02439024390243902;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;842.7;13.4;10.550000000000011;365;1250.6;NA;NA;NA;NA;temperate
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p250_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p250_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p250;NA;p250;50.974434;3.792936;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;14;NA;NA;724.759134;6;0.02439024390243902;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;839.7;13.5;10.550000000000011;365;1247.2;NA;NA;NA;NA;temperate
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p253_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p253_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p253;NA;p253;50.973583;3.793459;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;19;NA;NA;1137.338466;11;0.02439024390243902;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;839.7;13.5;10.550000000000011;365;1247.2;NA;NA;NA;NA;temperate
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p257_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p257_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p257;NA;p257;51.049222;3.441112;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;14;NA;NA;916.73247;10;0.02439024390243902;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;843.1;13.3;10.550000000000011;365;1251;NA;NA;NA;NA;temperate
